sketch_id,sketch_name,season,episode,category,category2,total_sentences,num_unique_emotions,emotion_sequence,emotion_string,emotion_counts
77,Gelutol,0,0,commercial,party,114,11,curiosity|neutral|confusion|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|approval|approval|approval|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|anger|disapproval|neutral|neutral|gratitude|neutral|joy|anger|neutral|neutral|curiosity|curiosity|neutral|neutral|curiosity|neutral|neutral|disapproval|anger|neutral|neutral|anger|neutral|neutral|curiosity|neutral|neutral|neutral|curiosity|anger|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|neutral|neutral|excitement|admiration|neutral|desire|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|curiosity|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|curiosity|anger|curiosity|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|anger|curiosity|neutral|neutral|confusion|neutral|confusion|neutral|neutral|disapproval|neutral|neutral|approval|admiration|neutral|neutral|neutral,curiosity -> neutral -> confusion -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> approval -> approval -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> anger -> disapproval -> neutral -> neutral -> gratitude -> neutral -> joy -> anger -> neutral -> neutral -> curiosity -> curiosity -> neutral -> neutral -> curiosity -> neutral -> neutral -> disapproval -> anger -> neutral -> neutral -> anger -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> curiosity -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> excitement -> admiration -> neutral -> desire -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> curiosity -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> anger -> curiosity -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> anger -> curiosity -> neutral -> neutral -> confusion -> neutral -> confusion -> neutral -> neutral -> disapproval -> neutral -> neutral -> approval -> admiration -> neutral -> neutral -> neutral,"{'neutral': 75, 'curiosity': 15, 'anger': 8, 'approval': 4, 'confusion': 3, 'disapproval': 3, 'admiration': 2, 'gratitude': 1, 'joy': 1, 'excitement': 1, 'desire': 1}"
78,Summer Loving Pt. 2,0,0,dating,,4,2,love|neutral|neutral|neutral,love -> neutral -> neutral -> neutral,"{'neutral': 3, 'love': 1}"
79,Shirt Brothers,0,0,family,,144,14,neutral|neutral|admiration|neutral|neutral|remorse|neutral|joy|admiration|neutral|neutral|neutral|neutral|neutral|approval|neutral|approval|neutral|admiration|love|neutral|admiration|neutral|caring|annoyance|neutral|curiosity|neutral|neutral|approval|approval|neutral|neutral|anger|anger|anger|joy|anger|neutral|approval|neutral|anger|excitement|neutral|curiosity|neutral|neutral|neutral|neutral|annoyance|anger|neutral|neutral|confusion|confusion|neutral|confusion|neutral|anger|disapproval|caring|approval|approval|caring|curiosity|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|confusion|neutral|anger|approval|curiosity|neutral|neutral|neutral|approval|approval|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|neutral|love|confusion|neutral|approval|neutral|neutral|confusion|confusion|neutral|neutral|neutral|disapproval|disapproval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|confusion|neutral|neutral|disapproval|neutral|disapproval|neutral|neutral|neutral|disapproval|neutral|disapproval|approval|admiration|fear|caring|admiration|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|disapproval|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|disapproval,neutral -> neutral -> admiration -> neutral -> neutral -> remorse -> neutral -> joy -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> approval -> neutral -> admiration -> love -> neutral -> admiration -> neutral -> caring -> annoyance -> neutral -> curiosity -> neutral -> neutral -> approval -> approval -> neutral -> neutral -> anger -> anger -> anger -> joy -> anger -> neutral -> approval -> neutral -> anger -> excitement -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> annoyance -> anger -> neutral -> neutral -> confusion -> confusion -> neutral -> confusion -> neutral -> anger -> disapproval -> caring -> approval -> approval -> caring -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> confusion -> neutral -> anger -> approval -> curiosity -> neutral -> neutral -> neutral -> approval -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> love -> confusion -> neutral -> approval -> neutral -> neutral -> confusion -> confusion -> neutral -> neutral -> neutral -> disapproval -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> confusion -> neutral -> neutral -> disapproval -> neutral -> disapproval -> neutral -> neutral -> neutral -> disapproval -> neutral -> disapproval -> approval -> admiration -> fear -> caring -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> disapproval,"{'neutral': 79, 'approval': 12, 'disapproval': 11, 'anger': 8, 'confusion': 8, 'curiosity': 7, 'admiration': 6, 'caring': 4, 'joy': 2, 'love': 2, 'annoyance': 2, 'remorse': 1, 'excitement': 1, 'fear': 1}"
80,Volcano,0,0,office,,71,12,neutral|neutral|neutral|neutral|curiosity|neutral|neutral|fear|anger|neutral|neutral|neutral|anger|curiosity|neutral|neutral|neutral|desire|neutral|admiration|admiration|neutral|neutral|neutral|neutral|surprise|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|realization|neutral|neutral|neutral|neutral|disapproval|anger|neutral|neutral|disapproval|annoyance|neutral|neutral|neutral|approval|neutral|anger|anger|neutral|surprise|curiosity|neutral|neutral|neutral|approval|remorse|neutral|neutral|neutral|neutral|neutral,neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> fear -> anger -> neutral -> neutral -> neutral -> anger -> curiosity -> neutral -> neutral -> neutral -> desire -> neutral -> admiration -> admiration -> neutral -> neutral -> neutral -> neutral -> surprise -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> realization -> neutral -> neutral -> neutral -> neutral -> disapproval -> anger -> neutral -> neutral -> disapproval -> annoyance -> neutral -> neutral -> neutral -> approval -> neutral -> anger -> anger -> neutral -> surprise -> curiosity -> neutral -> neutral -> neutral -> approval -> remorse -> neutral -> neutral -> neutral -> neutral -> neutral,"{'neutral': 48, 'anger': 6, 'curiosity': 4, 'admiration': 2, 'approval': 2, 'surprise': 2, 'disapproval': 2, 'fear': 1, 'realization': 1, 'desire': 1, 'annoyance': 1, 'remorse': 1}"
81,Photo Booth,0,0,party,,95,11,admiration|curiosity|neutral|neutral|approval|neutral|neutral|neutral|neutral|neutral|disapproval|joy|neutral|neutral|approval|approval|neutral|neutral|neutral|joy|admiration|curiosity|admiration|admiration|neutral|admiration|neutral|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|joy|annoyance|neutral|anger|neutral|surprise|neutral|disgust|anger|neutral|neutral|neutral|anger|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|curiosity|neutral|anger|neutral|neutral|curiosity|neutral|neutral|love|neutral|approval|neutral|neutral|anger|neutral|disapproval|approval|neutral|curiosity|neutral|neutral|neutral|disapproval|anger|disapproval|neutral|anger|anger|anger|neutral|disapproval|neutral|approval,admiration -> curiosity -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> joy -> neutral -> neutral -> approval -> approval -> neutral -> neutral -> neutral -> joy -> admiration -> curiosity -> admiration -> admiration -> neutral -> admiration -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> joy -> annoyance -> neutral -> anger -> neutral -> surprise -> neutral -> disgust -> anger -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> curiosity -> neutral -> anger -> neutral -> neutral -> curiosity -> neutral -> neutral -> love -> neutral -> approval -> neutral -> neutral -> anger -> neutral -> disapproval -> approval -> neutral -> curiosity -> neutral -> neutral -> neutral -> disapproval -> anger -> disapproval -> neutral -> anger -> anger -> anger -> neutral -> disapproval -> neutral -> approval,"{'neutral': 55, 'anger': 10, 'approval': 7, 'disapproval': 6, 'admiration': 5, 'curiosity': 5, 'joy': 3, 'annoyance': 1, 'surprise': 1, 'disgust': 1, 'love': 1}"
82,House Party,0,0,party,,199,20,curiosity|admiration|neutral|neutral|neutral|neutral|excitement|neutral|neutral|admiration|neutral|remorse|neutral|neutral|neutral|neutral|neutral|gratitude|approval|neutral|approval|curiosity|approval|approval|curiosity|caring|neutral|neutral|love|neutral|neutral|neutral|fear|love|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|admiration|neutral|approval|approval|anger|neutral|neutral|neutral|neutral|anger|neutral|love|neutral|admiration|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|approval|neutral|approval|neutral|neutral|annoyance|annoyance|anger|excitement|neutral|admiration|curiosity|disapproval|confusion|neutral|neutral|anger|neutral|neutral|anger|neutral|admiration|neutral|love|desire|neutral|curiosity|optimism|neutral|admiration|neutral|neutral|neutral|neutral|neutral|curiosity|disapproval|confusion|neutral|neutral|neutral|neutral|curiosity|curiosity|surprise|approval|approval|neutral|neutral|nervousness|neutral|neutral|neutral|neutral|neutral|neutral|disapproval|neutral|curiosity|curiosity|neutral|confusion|neutral|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|surprise|desire|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|admiration|gratitude|neutral|curiosity|confusion|curiosity|curiosity|neutral|neutral|excitement|neutral|excitement|neutral|excitement|neutral|neutral|anger|neutral|anger|neutral|neutral|neutral|neutral|neutral|joy|admiration|joy|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|admiration|sadness|neutral|neutral|gratitude|neutral|neutral|remorse|remorse|curiosity,curiosity -> admiration -> neutral -> neutral -> neutral -> neutral -> excitement -> neutral -> neutral -> admiration -> neutral -> remorse -> neutral -> neutral -> neutral -> neutral -> neutral -> gratitude -> approval -> neutral -> approval -> curiosity -> approval -> approval -> curiosity -> caring -> neutral -> neutral -> love -> neutral -> neutral -> neutral -> fear -> love -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> admiration -> neutral -> approval -> approval -> anger -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> love -> neutral -> admiration -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> approval -> neutral -> approval -> neutral -> neutral -> annoyance -> annoyance -> anger -> excitement -> neutral -> admiration -> curiosity -> disapproval -> confusion -> neutral -> neutral -> anger -> neutral -> neutral -> anger -> neutral -> admiration -> neutral -> love -> desire -> neutral -> curiosity -> optimism -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> disapproval -> confusion -> neutral -> neutral -> neutral -> neutral -> curiosity -> curiosity -> surprise -> approval -> approval -> neutral -> neutral -> nervousness -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> disapproval -> neutral -> curiosity -> curiosity -> neutral -> confusion -> neutral -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> surprise -> desire -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> gratitude -> neutral -> curiosity -> confusion -> curiosity -> curiosity -> neutral -> neutral -> excitement -> neutral -> excitement -> neutral -> excitement -> neutral -> neutral -> anger -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> neutral -> joy -> admiration -> joy -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> sadness -> neutral -> neutral -> gratitude -> neutral -> neutral -> remorse -> remorse -> curiosity,"{'neutral': 120, 'curiosity': 16, 'admiration': 10, 'approval': 10, 'anger': 7, 'excitement': 5, 'love': 4, 'confusion': 4, 'annoyance': 3, 'gratitude': 3, 'disapproval': 3, 'remorse': 3, 'joy': 2, 'surprise': 2, 'desire': 2, 'caring': 1, 'fear': 1, 'optimism': 1, 'nervousness': 1, 'sadness': 1}"
83,Banana Breath,0,0,office,,82,11,neutral|neutral|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|anger|neutral|approval|neutral|curiosity|neutral|approval|neutral|neutral|disapproval|neutral|admiration|neutral|admiration|neutral|neutral|approval|amusement|neutral|caring|neutral|admiration|neutral|anger|neutral|admiration|neutral|neutral|approval|neutral|curiosity|joy|neutral|neutral|neutral|joy|approval|neutral|neutral|admiration|approval|desire|neutral|neutral|disapproval|neutral|neutral|neutral|neutral|neutral|curiosity|curiosity|admiration|neutral|neutral|disapproval|neutral|disappointment|neutral|neutral|curiosity|neutral|neutral|neutral|disapproval|neutral|disapproval|approval|neutral|desire|anger|disappointment,neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> approval -> neutral -> curiosity -> neutral -> approval -> neutral -> neutral -> disapproval -> neutral -> admiration -> neutral -> admiration -> neutral -> neutral -> approval -> amusement -> neutral -> caring -> neutral -> admiration -> neutral -> anger -> neutral -> admiration -> neutral -> neutral -> approval -> neutral -> curiosity -> joy -> neutral -> neutral -> neutral -> joy -> approval -> neutral -> neutral -> admiration -> approval -> desire -> neutral -> neutral -> disapproval -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> curiosity -> admiration -> neutral -> neutral -> disapproval -> neutral -> disappointment -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> disapproval -> neutral -> disapproval -> approval -> neutral -> desire -> anger -> disappointment,"{'neutral': 47, 'approval': 7, 'curiosity': 6, 'admiration': 6, 'disapproval': 5, 'anger': 3, 'joy': 2, 'disappointment': 2, 'desire': 2, 'amusement': 1, 'caring': 1}"
84,Photo Wall of Metal: Metal Motto Search,0,0,game show,,76,9,gratitude|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|joy|neutral|neutral|neutral|neutral|admiration|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|curiosity|admiration|approval|neutral|curiosity|admiration|neutral|neutral|curiosity|neutral|approval|neutral|approval|neutral|neutral|approval|neutral|neutral|neutral|disapproval|neutral|neutral|caring|neutral|neutral|approval|approval|neutral|curiosity|neutral|disapproval|approval|neutral|neutral|approval|neutral|neutral|neutral|sadness|curiosity|neutral|sadness|neutral|neutral|neutral|neutral|curiosity,gratitude -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> joy -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> curiosity -> admiration -> approval -> neutral -> curiosity -> admiration -> neutral -> neutral -> curiosity -> neutral -> approval -> neutral -> approval -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> disapproval -> neutral -> neutral -> caring -> neutral -> neutral -> approval -> approval -> neutral -> curiosity -> neutral -> disapproval -> approval -> neutral -> neutral -> approval -> neutral -> neutral -> neutral -> sadness -> curiosity -> neutral -> sadness -> neutral -> neutral -> neutral -> neutral -> curiosity,"{'neutral': 52, 'approval': 8, 'curiosity': 6, 'admiration': 3, 'sadness': 2, 'disapproval': 2, 'gratitude': 1, 'joy': 1, 'caring': 1}"
85,"Don Bondarley, King of the Dirty Songs",0,0,party,,68,18,admiration|neutral|surprise|neutral|anger|neutral|desire|neutral|neutral|neutral|neutral|neutral|neutral|neutral|admiration|neutral|curiosity|neutral|neutral|neutral|excitement|curiosity|neutral|neutral|neutral|neutral|neutral|admiration|neutral|neutral|neutral|joy|neutral|anger|neutral|neutral|neutral|nervousness|neutral|love|realization|optimism|neutral|neutral|neutral|anger|neutral|anger|confusion|neutral|disgust|neutral|neutral|anger|remorse|confusion|neutral|remorse|approval|neutral|anger|confusion|neutral|amusement|disappointment|love|approval|neutral,admiration -> neutral -> surprise -> neutral -> anger -> neutral -> desire -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> curiosity -> neutral -> neutral -> neutral -> excitement -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> admiration -> neutral -> neutral -> neutral -> joy -> neutral -> anger -> neutral -> neutral -> neutral -> nervousness -> neutral -> love -> realization -> optimism -> neutral -> neutral -> neutral -> anger -> neutral -> anger -> confusion -> neutral -> disgust -> neutral -> neutral -> anger -> remorse -> confusion -> neutral -> remorse -> approval -> neutral -> anger -> confusion -> neutral -> amusement -> disappointment -> love -> approval -> neutral,"{'neutral': 38, 'anger': 6, 'admiration': 3, 'confusion': 3, 'love': 2, 'curiosity': 2, 'remorse': 2, 'approval': 2, 'desire': 1, 'surprise': 1, 'nervousness': 1, 'joy': 1, 'excitement': 1, 'realization': 1, 'disgust': 1, 'optimism': 1, 'amusement': 1, 'disappointment': 1}"
86,Tasty Time Vids,0,0,office,social media,172,15,neutral|neutral|neutral|curiosity|approval|love|neutral|confusion|approval|neutral|caring|confusion|neutral|love|neutral|confusion|neutral|gratitude|gratitude|approval|neutral|curiosity|neutral|caring|neutral|neutral|approval|anger|neutral|anger|neutral|neutral|surprise|neutral|neutral|neutral|approval|neutral|neutral|anger|neutral|neutral|neutral|amusement|neutral|neutral|neutral|amusement|caring|admiration|approval|neutral|gratitude|approval|neutral|neutral|anger|anger|anger|approval|approval|neutral|neutral|neutral|neutral|neutral|surprise|admiration|joy|anger|neutral|neutral|surprise|neutral|admiration|gratitude|gratitude|neutral|anger|neutral|curiosity|anger|neutral|neutral|amusement|confusion|caring|neutral|neutral|neutral|neutral|neutral|neutral|confusion|neutral|sadness|confusion|neutral|admiration|confusion|anger|neutral|neutral|neutral|anger|neutral|nervousness|neutral|neutral|neutral|surprise|neutral|neutral|neutral|anger|anger|neutral|anger|surprise|neutral|curiosity|neutral|neutral|neutral|approval|approval|neutral|approval|neutral|neutral|neutral|neutral|neutral|neutral|neutral|neutral|annoyance|neutral|neutral|neutral|neutral|neutral|confusion|confusion|surprise|annoyance|admiration|neutral|neutral|anger|neutral|caring|caring|neutral|neutral|neutral|curiosity|neutral|neutral|neutral|neutral|neutral|neutral|anger|neutral|neutral|neutral|neutral|love|neutral|curiosity|neutral,neutral -> neutral -> neutral -> curiosity -> approval -> love -> neutral -> confusion -> approval -> neutral -> caring -> confusion -> neutral -> love -> neutral -> confusion -> neutral -> gratitude -> gratitude -> approval -> neutral -> curiosity -> neutral -> caring -> neutral -> neutral -> approval -> anger -> neutral -> anger -> neutral -> neutral -> surprise -> neutral -> neutral -> neutral -> approval -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> amusement -> neutral -> neutral -> neutral -> amusement -> caring -> admiration -> approval -> neutral -> gratitude -> approval -> neutral -> neutral -> anger -> anger -> anger -> approval -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> surprise -> admiration -> joy -> anger -> neutral -> neutral -> surprise -> neutral -> admiration -> gratitude -> gratitude -> neutral -> anger -> neutral -> curiosity -> anger -> neutral -> neutral -> amusement -> confusion -> caring -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> neutral -> sadness -> confusion -> neutral -> admiration -> confusion -> anger -> neutral -> neutral -> neutral -> anger -> neutral -> nervousness -> neutral -> neutral -> neutral -> surprise -> neutral -> neutral -> neutral -> anger -> anger -> neutral -> anger -> surprise -> neutral -> curiosity -> neutral -> neutral -> neutral -> approval -> approval -> neutral -> approval -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> annoyance -> neutral -> neutral -> neutral -> neutral -> neutral -> confusion -> confusion -> surprise -> annoyance -> admiration -> neutral -> neutral -> anger -> neutral -> caring -> caring -> neutral -> neutral -> neutral -> curiosity -> neutral -> neutral -> neutral -> neutral -> neutral -> neutral -> anger -> neutral -> neutral -> neutral -> neutral -> love -> neutral -> curiosity -> neutral,"{'neutral': 96, 'anger': 16, 'approval': 12, 'confusion': 9, 'curiosity': 6, 'surprise': 6, 'caring': 6, 'admiration': 5, 'gratitude': 5, 'love': 3, 'amusement': 3, 'annoyance': 2, 'joy': 1, 'sadness': 1, 'nervousness': 1}"
